CSC_APLICACION,COD_OBJETO_APEX,DES_OBJETO,IND_ICONO,NOM_TIP_OBJETO,NOM_TIPO_ACCION,COD_OBJETO_PADRE
10,CAT_APP_HABILITAR,Inhabilitar registro,fa-trash,BOTON,EDITAR,CAT_APP_VER
